-0.08548387096774188, 1.6822838688867745e-19
-0.07741935483870963, 1.273608565572503e-19
-0.07580645161290317, 9.901100145407805e-20
-0.056451612903225756, 8.009347234067716e-20
-0.022580645161290297, 7.299772955980996e-20
0.020967741935483897, 7.299772955980996e-20
0.0741935483870968, 7.799851439336605e-20
0.12903225806451618, 8.445370463635867e-20
0.17580645161290326, 9.266302523584298e-20
0.23225806451612907, 9.515185649948344e-20
0.282258064516129, 1.0440109072791497e-19
0.3258064516129032, 1.0720519406795239e-19
0.3725806451612904, 1.145493965768016e-19
0.41129032258064524, 1.1919526206082e-19
0.4693548387096774, 1.256841682842773e-19
0.5145161290322581, 1.3252632599817948e-19
0.5709677419354839, 1.3790129524357315e-19
0.6225806451612904, 1.454085447554896e-19
0.6661290322580645, 1.4931406512099497e-19
0.7161290322580646, 1.553699072480987e-19
0.7612903225806453, 1.6601368316335787e-19
0.8, 1.7505135129909534e-19
0.8451612903225807, 1.7975304622807953e-19
0.8725806451612905, 2.0252321829675854e-19
0.9016129032258065, 2.2220948351148574e-19
0.9274193548387097, 2.536977098120397e-19
0.9596774193548387, 2.710775333652705e-19
0.9870967741935486, 3.1780320550487477e-19
